image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,37,37,23,,,,,,,,,,,,,240.87589640001534,None,240.87589640001534,None,240.87589640001534,None,241.88767049997114,None,241.88767049997114,None,241.88767049997114,None,0.3,0.44999999999999996,242.038962599996,242.17553399997996,242.038962599996,242.17553399997996,242.038962599996,242.17553399997996,space,0.38471040001604706,242.038962599996,None,242.4431249999907,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,38,38,113,,,,,,,,,,,,,242.95880209997995,None,242.95880209997995,None,242.95880209997995,None,243.9690236999886,None,243.9690236999886,None,243.9690236999886,None,0.1,0.25,244.158776199969,244.30846119998023,244.158776199969,244.30846119998023,244.158776199969,244.30846119998023,space,0.2886246999842115,244.158776199969,None,244.4761972000124,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,39,39,26,,,,,,,,,,,,,244.9919218000141,None,244.9919218000141,None,244.9919218000141,None,246.00456149998354,None,246.00456149998354,None,246.00456149998354,None,0.2,0.35,246.15889219997916,246.39135609997902,246.15889219997916,246.39135609997902,246.15889219997916,246.39135609997902,space,0.4831028000335209,246.15889219997916,None,246.6601665999624,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,40,40,79,,,,,,,,,,,,,247.17479099996854,None,247.17479099996854,None,247.17479099996854,None,248.18764499999816,None,248.18764499999816,None,248.18764499999816,None,0.3,0.44999999999999996,248.42433760000858,248.49097569996957,248.42433760000858,248.49097569996957,248.42433760000858,248.49097569996957,space,0.18571230000816286,248.42433760000858,None,248.64240999997128,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,41,41,56,,,,,,,,,,,,,249.1575126000098,None,249.1575126000098,None,249.1575126000098,None,250.1753937000176,None,250.1753937000176,None,250.1753937000176,None,0.5,0.65,250.37385269999504,250.57369079999626,250.37385269999504,250.57369079999626,250.37385269999504,250.57369079999626,space,0.29043920000549406,250.37385269999504,None,250.69193779997295,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,42,42,105,,,,,,,,,,,,,251.20743139996193,None,251.20743139996193,None,251.20743139996193,None,252.2398100999999,None,252.2398100999999,None,252.2398100999999,None,0.3,0.44999999999999996,252.370853099972,252.55814729997655,252.370853099972,252.55814729997655,252.370853099972,252.55814729997655,space,2.7112867000396363,252.370853099972,None,255.10754329996416,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,43,43,81,,,,,,,,,,,,,255.62303539999994,None,255.62303539999994,None,255.62303539999994,None,256.6348054999835,None,256.6348054999835,None,256.6348054999835,None,0.2,0.35,256.82271360000595,256.98934139998164,256.82271360000595,256.98934139998164,256.82271360000595,256.98934139998164,space,0.41424300003563985,256.82271360000595,None,257.2564926999621,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,44,44,49,,,,,,,,,,,,,257.75590940000257,None,257.75590940000257,None,257.75590940000257,None,258.7691952000023,None,258.7691952000023,None,258.7691952000023,None,0.05,0.2,258.9535987999989,259.0721615999937,258.9535987999989,259.0721615999937,258.9535987999989,259.0721615999937,space,0.31503329996485263,258.9535987999989,None,259.29027220001444,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,45,45,82,,,,,,,,,,,,,259.80546429997776,None,259.80546429997776,None,259.80546429997776,None,260.81751319998875,None,260.81751319998875,None,260.81751319998875,None,0.0,0.15,261.00512139999773,261.17164379998576,261.00512139999773,261.17164379998576,261.00512139999773,261.17164379998576,space,0.3836460000020452,261.00512139999773,None,261.4061958999955,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,46,46,41,,,,,,,,,,,,,261.90751350001665,None,261.90751350001665,None,261.90751350001665,None,262.93734050000785,None,262.93734050000785,None,262.93734050000785,None,0.3,0.44999999999999996,263.09908529999666,263.3221608999884,263.09908529999666,263.3221608999884,263.09908529999666,263.3221608999884,space,0.32398649997776374,263.09908529999666,None,263.4571975999861,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,47,47,20,,,,,,,,,,,,,263.9713604999706,None,263.9713604999706,None,263.9713604999706,None,264.98294879996683,None,264.98294879996683,None,264.98294879996683,None,0.0,0.15,265.1543779000058,265.30421209998894,265.1543779000058,265.30421209998894,265.1543779000058,265.30421209998894,space,0.27042179997079074,265.1543779000058,None,265.4547288999893,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,48,48,13,,,,,,,,,,,,,265.95432199997595,None,265.95432199997595,None,265.95432199997595,None,266.96770769997966,None,266.96770769997966,None,266.96770769997966,None,0.5,0.65,267.25406080001267,267.3037682999857,267.25406080001267,267.3037682999857,267.25406080001267,267.3037682999857,space,0.21791030000895262,267.25406080001267,None,267.48809639998944,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,49,49,116,,,,,,,,,,,,,268.0037308000028,None,268.0037308000028,None,268.0037308000028,None,269.0126387999626,None,269.0126387999626,None,269.0126387999626,None,0.0,0.15,269.2370786999818,269.30340669996804,269.2370786999818,269.30340669996804,269.2370786999818,269.30340669996804,space,0.30074770003557205,269.2370786999818,None,269.5540079000057,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,50,50,92,,,,,,,,,,,,,270.05336839996744,None,270.05336839996744,None,270.05336839996744,None,271.0674367999891,None,271.0674367999891,None,271.0674367999891,None,0.1,0.25,271.2697109999717,271.403111099964,271.2697109999717,271.403111099964,271.2697109999717,271.403111099964,space,0.2500618999474682,271.2697109999717,None,271.53692270000465,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,51,51,10,,,,,,,,,,,,,272.0361818000092,None,272.0361818000092,None,272.0361818000092,None,273.0497532999725,None,273.0497532999725,None,273.0497532999725,None,0.3,0.44999999999999996,273.2529068000149,273.3858499999624,273.2529068000149,273.3858499999624,273.2529068000149,273.3858499999624,space,0.2133336999686435,273.2529068000149,None,273.48713630001293,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.3,0.45,0,52,52,97,,,,,,,,,,,,,273.9879449,None,273.9879449,None,273.9879449,None,275.0323151999619,None,275.0323151999619,None,275.0323151999619,None,0.0,0.15,275.2021202999749,275.37057719996665,275.2021202999749,275.37057719996665,275.2021202999749,275.37057719996665,space,0.318908300017938,275.2021202999749,None,275.5395710999728,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,53,53,83,,,,,,,,,,,,,276.05225349997636,None,276.05225349997636,None,276.05225349997636,None,277.0643362000119,None,277.0643362000119,None,277.0643362000119,None,0.05,0.2,277.2520079999813,277.4688729000045,277.2520079999813,277.4688729000045,277.2520079999813,277.4688729000045,space,0.302102499990724,277.2520079999813,None,277.58576689998154,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,54,54,59,,,,,,,,,,,,,278.08521170000313,None,278.08521170000313,None,278.08521170000313,None,279.0983382000122,None,279.0983382000122,None,279.0983382000122,None,0.0,0.15,279.33474620000925,279.50137730001006,279.33474620000925,279.50137730001006,279.33474620000925,279.50137730001006,space,0.20017049997113645,279.33474620000925,None,279.5520553999813,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,55,55,52,,,,,,,,,,,,,280.0513624000014,None,280.0513624000014,None,280.0513624000014,None,281.0650294999941,None,281.0650294999941,None,281.0650294999941,None,0.05,0.2,281.30097340000793,281.4509532999946,281.30097340000793,281.4509532999946,281.30097340000793,281.4509532999946,space,0.2872590000042692,281.30097340000793,None,281.6185436999658,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,56,56,94,,,,,,,,,,,,,282.13424340001075,None,282.13424340001075,None,282.13424340001075,None,283.14543949998915,None,283.14543949998915,None,283.14543949998915,None,0.0,0.15,283.3338538999669,None,283.3338538999669,None,283.3338538999669,None,space,0.06398389994865283,283.3338538999669,None,283.41948939999565,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,57,57,2,,,,,,,,,,,,,283.9339081000071,None,283.9339081000071,None,283.9339081000071,None,284.94520529999863,None,284.94520529999863,None,284.94520529999863,None,0.05,0.2,285.09732549998444,285.3002015000093,285.09732549998444,285.3002015000093,285.09732549998444,285.3002015000093,space,0.3822461999952793,285.09732549998444,None,285.5014110999764,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,58,58,18,,,,,,,,,,,,,286.00229450000916,None,286.00229450000916,None,286.00229450000916,None,287.04045919998316,None,287.04045919998316,None,287.04045919998316,None,0.0,0.15,287.2499807999702,287.3498331999872,287.2499807999702,287.3498331999872,287.2499807999702,287.3498331999872,space,3.6616570000187494,287.2499807999702,None,290.93394469999475,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,59,59,72,,,,,,,,,,,,,291.44912679999834,None,291.44912679999834,None,291.44912679999834,None,292.4664647000027,None,292.4664647000027,None,292.4664647000027,None,0.05,0.2,292.61174169997685,292.78216160001466,292.61174169997685,292.78216160001466,292.61174169997685,292.78216160001466,space,3.6244287000154145,292.61174169997685,None,296.265970700013,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,60,60,21,,,,,,,,,,,,,296.7813413999975,None,296.7813413999975,None,296.7813413999975,None,297.80853490001755,None,297.80853490001755,None,297.80853490001755,None,0.0,0.15,298.0486336000031,298.1158329999889,298.0486336000031,298.1158329999889,298.0486336000031,298.1158329999889,space,0.3291281000128947,298.0486336000031,None,298.4010608000099,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,61,61,55,,,,,,,,,,,,,298.9165001999936,None,298.9165001999936,None,298.9165001999936,None,299.93743029999314,None,299.93743029999314,None,299.93743029999314,None,0.1,0.25,300.1474715999793,300.24803019996034,300.1474715999793,300.24803019996034,300.1474715999793,300.24803019996034,space,0.38376870000502095,300.1474715999793,None,300.5509400999872,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,62,62,28,,,,,,,,,,,,,301.0645699999877,None,301.0645699999877,None,301.0645699999877,None,302.0943411999615,None,302.0943411999615,None,302.0943411999615,None,0.05,0.2,302.28084309998667,302.4813640000066,302.28084309998667,302.4813640000066,302.28084309998667,302.4813640000066,space,1.6192691000178456,302.28084309998667,None,303.93160869996063,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,63,63,71,,,,,,,,,,,,,304.4466790999868,None,304.4466790999868,None,304.4466790999868,None,305.465379900008,None,305.465379900008,None,305.465379900008,None,0.3,0.44999999999999996,305.6296916999854,305.84657880000304,305.6296916999854,305.84657880000304,305.6296916999854,305.84657880000304,space,0.5134776000049897,305.6296916999854,None,306.1652052999707,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,64,64,62,,,,,,,,,,,,,306.6795099999872,None,306.6795099999872,None,306.6795099999872,None,307.7006437999662,None,307.7006437999662,None,307.7006437999662,None,0.2,0.35,307.84378709999146,307.9957615999738,307.84378709999146,307.9957615999738,307.84378709999146,307.9957615999738,space,0.38038799999048933,307.84378709999146,None,308.2485158999916,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,65,65,75,,,,,,,,,,,,,308.7623740999843,None,308.7623740999843,None,308.7623740999843,None,309.7750862999819,None,309.7750862999819,None,309.7750862999819,None,0.1,0.25,309.94305080000777,310.0791878000018,309.94305080000777,310.0791878000018,309.94305080000777,310.0791878000018,space,0.3525660000159405,309.94305080000777,None,310.31480980000924,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,66,66,42,,,,,,,,,,,,,310.8297417999711,None,310.8297417999711,None,310.8297417999711,None,311.8531861999654,None,311.8531861999654,None,311.8531861999654,None,0.05,0.2,312.0949049000046,312.1448059999966,312.0949049000046,312.1448059999966,312.0949049000046,312.1448059999966,space,0.34112320002168417,312.0949049000046,None,312.46243770001456,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,67,67,86,,,,,,,,,,,,,312.9780446999939,None,312.9780446999939,None,312.9780446999939,None,313.9902061999892,None,313.9902061999892,None,313.9902061999892,None,0.5,0.65,314.2111611000146,314.3277031999896,314.2111611000146,314.3277031999896,314.2111611000146,314.3277031999896,space,0.3154078000225127,314.2111611000146,None,314.5453295999905,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,68,68,35,,,,,,,,,,,,,315.06099149998045,None,315.06099149998045,None,315.06099149998045,None,316.07197389996145,None,316.07197389996145,None,316.07197389996145,None,0.1,0.25,316.2772979000001,316.4105683999951,316.2772979000001,316.4105683999951,316.2772979000001,316.4105683999951,space,0.30021259997738525,316.2772979000001,None,316.5957428999827,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,69,69,73,,,,,,,,,,,,,317.11076060001506,None,317.11076060001506,None,317.11076060001506,None,318.12132619996555,None,318.12132619996555,None,318.12132619996555,None,0.0,0.15,318.3605347999837,318.4603119000094,318.3605347999837,318.4603119000094,318.3605347999837,318.4603119000094,space,0.32320429995888844,318.3605347999837,None,318.7115036000032,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.5,0.65,0,70,70,118,,,,,,,,,,,,,319.2267499999725,None,319.2267499999725,None,319.2267499999725,None,320.2391202999861,None,320.2391202999861,None,320.2391202999861,None,0.1,0.25,320.3884784000111,320.5264428000082,320.3884784000111,320.5264428000082,320.3884784000111,320.5264428000082,space,0.4380945000448264,320.3884784000111,None,320.84397419996094,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,71,71,34,,,,,,,,,,,,,321.35969439998735,None,321.35969439998735,None,321.35969439998735,None,322.37924689997453,None,322.37924689997453,None,322.37924689997453,None,0.5,0.65,322.5594394999789,None,322.5594394999789,None,322.5594394999789,None,space,0.05433499999344349,322.5594394999789,None,322.65832380001666,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,72,72,3,,,,,,,,,,,,,323.1597519000061,None,323.1597519000061,None,323.1597519000061,None,324.17144539998844,None,324.17144539998844,None,324.17144539998844,None,0.2,0.35,324.37581230001524,324.4923224999802,324.37581230001524,324.4923224999802,324.37581230001524,324.4923224999802,space,0.23302010004408658,324.37581230001524,None,324.62702099996386,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,73,73,101,,,,,,,,,,,,,325.14228799997363,None,325.14228799997363,None,325.14228799997363,None,326.1535673000035,None,326.1535673000035,None,326.1535673000035,None,0.0,0.15,326.35857979999855,326.4756384000066,326.35857979999855,326.4756384000066,326.35857979999855,326.4756384000066,space,0.27904599998146296,326.35857979999855,None,326.66007849999005,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,74,74,60,,,,,,,,,,,,,327.1752355999779,None,327.1752355999779,None,327.1752355999779,None,328.1872713000048,None,328.1872713000048,None,328.1872713000048,None,0.5,0.65,328.3748874000157,328.5580866999808,328.3748874000157,328.5580866999808,328.3748874000157,328.5580866999808,space,0.4890434999833815,328.3748874000157,None,328.8928897000151,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,75,75,103,,,,,,,,,,,,,329.40830800001277,None,329.40830800001277,None,329.40830800001277,None,330.42060840001795,None,330.42060840001795,None,330.42060840001795,None,0.1,0.25,330.64106940000784,330.7410599999712,330.64106940000784,330.7410599999712,330.64106940000784,330.7410599999712,space,0.30015090003143996,330.64106940000784,None,330.9585661999881,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,76,76,78,,,,,,,,,,,,,331.4747304999619,None,331.4747304999619,None,331.4747304999619,None,332.4866714999662,None,332.4866714999662,None,332.4866714999662,None,0.2,0.35,332.6397054999834,332.8406211999827,332.6397054999834,332.8406211999827,332.6397054999834,332.8406211999827,space,1.4535309000057168,332.6397054999834,None,334.1266532000154,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,77,77,1,,,,,,,,,,,,,334.6409784000134,None,334.6409784000134,None,334.6409784000134,None,335.6684043999994,None,335.6684043999994,None,335.6684043999994,None,0.0,0.15,335.88999100000365,335.9737497000024,335.88999100000365,335.9737497000024,335.88999100000365,335.9737497000024,space,0.3578988999943249,335.88999100000365,None,336.2739111999981,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,78,78,53,,,,,,,,,,,,,336.7732897999813,None,336.7732897999813,None,336.7732897999813,None,337.78460989997257,None,337.78460989997257,None,337.78460989997257,None,0.05,0.2,338.02294369996525,338.1895133999642,338.02294369996525,338.1895133999642,338.02294369996525,338.1895133999642,space,0.38862739998148754,338.02294369996525,None,338.44216420000885,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,79,79,11,,,,,,,,,,,,,338.9562607000116,None,338.9562607000116,None,338.9562607000116,None,339.96971470001154,None,339.96971470001154,None,339.96971470001154,None,0.0,0.15,340.1393144999747,340.33908479998354,340.1393144999747,340.33908479998354,340.1393144999747,340.33908479998354,space,0.29454739997163415,340.1393144999747,None,340.45797960000345,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.0,0.15,0,80,80,7,,,,,,,,,,,,,340.9725732000079,None,340.9725732000079,None,340.9725732000079,None,341.98455880000256,None,341.98455880000256,None,341.98455880000256,None,0.5,0.65,342.2056114000152,342.33868709998205,342.2056114000152,342.33868709998205,342.2056114000152,342.33868709998205,space,0.22318640002049506,342.2056114000152,None,342.45679359999485,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,81,81,6,,,,,,,,,,,,,342.97236790001625,None,342.97236790001625,None,342.97236790001625,None,343.98469670000486,None,343.98469670000486,None,343.98469670000486,None,0.0,0.15,344.17183810001006,344.32167899998603,344.17183810001006,344.32167899998603,344.17183810001006,344.32167899998603,space,0.3787628000136465,344.17183810001006,None,344.57292319997214,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,82,82,112,,,,,,,,,,,,,345.0881904999842,None,345.0881904999842,None,345.0881904999842,None,346.11052669998026,None,346.11052669998026,None,346.11052669998026,None,0.05,0.2,346.33930260001216,346.45697379997,346.33930260001216,346.45697379997,346.33930260001216,346.45697379997,space,0.23740310000721365,346.33930260001216,None,346.6077358999755,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,83,83,46,,,,,,,,,,,,,347.12343869998585,None,347.12343869998585,None,347.12343869998585,None,348.1334409000119,None,348.1334409000119,None,348.1334409000119,None,0.05,0.2,348.2867070999928,348.48769899999024,348.2867070999928,348.48769899999024,348.2867070999928,348.48769899999024,space,0.45530490000965074,348.2867070999928,None,348.771704600018,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.3,0.45,0,84,84,87,,,,,,,,,,,,,349.2873100999859,None,349.2873100999859,None,349.2873100999859,None,350.2990335999639,None,350.2990335999639,None,350.2990335999639,None,0.5,0.65,350.5038407999673,350.6869574000011,350.5038407999673,350.6869574000011,350.5038407999673,350.6869574000011,space,0.6807103999890387,350.5038407999673,None,351.20455480000237,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,85,85,36,,,,,,,,,,,,,351.70420839998405,None,351.70420839998405,None,351.70420839998405,None,352.71571760001825,None,352.71571760001825,None,352.71571760001825,None,0.05,0.2,352.90105099999346,353.03662799997255,352.90105099999346,353.03662799997255,352.90105099999346,353.03662799997255,space,0.40540620003594086,352.90105099999346,None,353.337062000006,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
