image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,textEndSceen.started,textEndSceen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,18,18,42,,,,,,,,,,,,,69.95723853702657,None,69.95723853702657,None,69.95723853702657,None,70.97278728103265,None,70.97278728103265,None,70.97278728103265,None,0.2,0.35,71.15739297110122,None,71.15739297110122,None,71.15739297110122,None,space,0.15434599202126265,71.15739297110122,None,71.32677000609692,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,19,19,49,,,,,,,,,,,,,71.84087596600875,None,71.84087596600875,None,71.84087596600875,None,72.85557390609756,None,72.85557390609756,None,72.85557390609756,None,0.05,0.2,73.01039459102321,73.15753027808387,73.01039459102321,73.15753027808387,73.01039459102321,73.15753027808387,space,0.1870017210021615,73.01039459102321,None,73.21146456210408,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,20,20,15,,,,,,,,,,,,,73.72561882110313,None,73.72561882110313,None,73.72561882110313,None,74.73258652503137,None,74.73258652503137,None,74.73258652503137,None,0.05,0.2,74.94244301400613,75.0753518800484,74.94244301400613,75.0753518800484,74.94244301400613,75.0753518800484,space,0.15345499303657562,74.94244301400613,None,75.11019037000369,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,21,21,12,,,,,,,,,,,,,75.62529521400575,None,75.62529521400575,None,75.62529521400575,None,76.63950636005029,None,76.63950636005029,None,76.63950636005029,None,0.5,0.65,76.81353486410808,76.95837729109917,76.81353486410808,76.95837729109917,76.81353486410808,76.95837729109917,space,0.3308044789591804,76.81353486410808,None,77.15797131601721,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,22,22,116,,,,,,,,,,,,,77.65827754302882,None,77.65827754302882,None,77.65827754302882,None,78.6666563260369,None,78.6666563260369,None,78.6666563260369,None,0.1,0.25,78.850583073101,78.97504663001746,78.850583073101,78.97504663001746,78.850583073101,78.97504663001746,space,0.32718296500388533,78.850583073101,None,79.1913328890223,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.0,0.15,0,23,23,17,,,,,,,,,,,,,79.70650066703092,None,79.70650066703092,None,79.70650066703092,None,80.72056619008072,None,80.72056619008072,None,80.72056619008072,None,0.0,0.15,80.89189953601453,81.00750731606968,80.89189953601453,81.00750731606968,80.89189953601453,81.00750731606968,space,0.17054285400081426,80.89189953601453,None,81.075272066053,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.5,0.65,0,24,24,117,,,,,,,,,,,,,81.59083057707176,None,81.59083057707176,None,81.59083057707176,None,82.60419974604156,None,82.60419974604156,None,82.60419974604156,None,0.05,0.2,82.75422133004759,82.95750789809972,82.75422133004759,82.95750789809972,82.75422133004759,82.95750789809972,space,0.35714760096743703,82.75422133004759,None,83.12657163210679,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,25,25,48,,,,,,,,,,,,,83.64077039703261,None,83.64077039703261,None,83.64077039703261,None,84.65476524806581,None,84.65476524806581,None,84.65476524806581,None,0.2,0.35,84.84030111110769,84.95757086307276,84.84030111110769,84.95757086307276,84.84030111110769,84.95757086307276,space,0.18831786001101136,84.84030111110769,None,85.04243865609169,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,26,26,85,,,,,,,,,,,,,85.55743046908174,None,85.55743046908174,None,85.55743046908174,None,86.56993615999818,None,86.56993615999818,None,86.56993615999818,None,0.05,0.2,86.73021060309839,86.89074149902444,86.73021060309839,86.89074149902444,86.73021060309839,86.89074149902444,space,0.23171103606000543,86.73021060309839,None,86.97589906409848,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,27,27,96,,,,,,,,,,,,,87.49081924406346,None,87.49081924406346,None,87.49081924406346,None,88.49887211504392,None,88.49887211504392,None,88.49887211504392,None,0.5,0.65,88.65411430702079,88.84075948910322,88.65411430702079,88.84075948910322,88.65411430702079,88.84075948910322,space,0.424771987949498,88.65411430702079,None,89.09226184000727,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
